No,Keyword,Search Intent,Search Volume,CPC,Paid Difficulty,SEO Difficulty
47,"resultados triple facil","navigational, informational","27.100","-Bs1,00","1","11"
48,"resultados wnba","informational, navigational","27.100","-Bs1,00","1","15"
49,"resultados animalitos guacharo","informational, navigational","22.200","-Bs1,00","1","8"
50,"resultados basket","informational","22.200","-Bs1,00","1","32"
51,"resultados chance","informational","22.200","-Bs1,00","1","40"
52,"resultados liga española","informational","22.200","-Bs1,00","1","47"
53,"resultados ncaa","informational, navigational","22.200","-Bs1,00","1","13"
54,"resultados nhl hoy","navigational, informational","22.200","-Bs1,00","1","17"
55,"resultados ricachona","informational, navigational","22.200","-Bs1,00","1","8"
56,"resultados triple gordo","navigational, informational","22.200","-Bs1,00","1","25"
57,"resultados tachira","navigational","22.200","-Bs1,00","1","20"
58,"resultados hoy loterias",null,"22.200","-Bs1,00","1","19"
59,"resultados de la champions","informational","18.100","-Bs1,00","1","27"
60,"resultados royal","informational","18.100","-Bs1,00","1","36"
61,"resultados triple tachira","navigational","18.100","-Bs1,00","1","11"
62,"resultados zulia","navigational, informational","18.100","-Bs1,00","1","25"
63,"resultados de la champions hoy","informational","14.800","-Bs1,00","1","29"
64,"resultados internacional","informational, navigational","14.800","-Bs1,00","1","22"
65,"resultados nfl hoy","navigational, informational","14.800","-Bs1,00","1","45"
66,"resultados chance a 7pm ayer","informational, navigational","12.100","-Bs1,00","1","25"
67,"resultados el guacharo","informational","12.100","-Bs1,00","1","8"
68,"resultados granjita hoy","navigational, informational","12.100","-Bs1,00","1","14"
69,"resultados lvbp de ayer","navigational, informational","12.100","-Bs1,00","1","15"
70,"resultados partidos hoy","informational, navigational","12.100","-Bs1,00","1","57"
71,"resultados champions hoy","informational","9.900","-Bs1,00","1","30"
72,"resultados hípicos de hoy domingo","navigational, informational","9.900","-Bs1,00","1","26"
73,"resultados nfl espn","navigational, informational","9.900","-Bs1,00","1","25"
74,"resultados real madrid hoy","informational, navigational","9.900","-Bs1,00","1","29"
75,"resultados animalitos de la semana","informational, navigational","8.100","-Bs1,00","1","26"
76,"resultados beisbol venezolano hoy","navigational, informational","8.100","-Bs1,00","1","25"
77,"resultados barcelona hoy","navigational, informational","8.100","-Bs1,00","1","45"
78,"resultados chance a 7pm","informational","8.100","-Bs1,00","1","25"
79,"resultados el rey","informational","8.100","-Bs1,00","1","36"
80,"resultados hockey","informational, navigational","8.100","-Bs1,00","1","18"
81,"resultados kino tachira","navigational","8.100","-Bs1,00","1","22"
82,"resultados mis marcadores","navigational, informational","8.100","-Bs1,00","1","53"
83,"resultados ruleta royal hoy","navigational","8.100","-Bs1,00","1","33"
84,"resultados super gana ayer","navigational","8.100","-Bs1,00","1","19"
85,"resultados super gana hoy","navigational","8.100","-Bs1,00","1","20"
86,"resultados triple zulia","navigational","8.100","-Bs1,00","1","14"
87,"resultados 365","navigational, informational","6.600","-Bs1,00","1","33"
88,"resultados champions","informational","6.600","-Bs1,00","1","34"
89,"resultados la liga","informational","6.600","-Bs1,00","1","58"
90,"resultados nba espn hoy","navigational","6.600","-Bs1,00","1","27"
91,"resultados real madrid","informational","6.600","-Bs1,00","1","43"
92,"resultados zamorano","navigational, informational","6.600","-Bs1,00","1","9"
93,"resultados champions league","informational","5.400","-Bs1,00","1","35"
94,"resultados granjazo",null,"5.400","-Bs1,00","1","19"
95,"resultados liga inglesa","informational","5.400","-Bs1,00","1","36"
96,"resultados madrid hoy","navigational, informational","5.400","-Bs1,00","1","38"
97,"resultados rey",null,"5.400","-Bs1,00","1","19"
98,"resultados tachira hoy","navigational","5.400","-Bs1,00","1","11"
99,"resultados granja",null,"5.400","-Bs1,00","1","19"
100,"resultados 5 y 6 la rinconada hoy","navigational","4.400","-Bs1,00","1","20"
101,"resultados animalitos ayer","navigational, informational","4.400","-Bs1,00","1","35"
102,"resultados animalitos ruleta royal","navigational, informational","4.400","-Bs1,00","1","11"
103,"resultados baloncesto","informational","4.400","-Bs1,00","1","23"
104,"resultados chance a 8pm","informational","4.400","-Bs1,00","1","34"
105,"resultados en vivo","navigational","4.400","-Bs1,00","1","58"
106,"resultados madrid","informational, navigational","4.400","-Bs1,00","1","34"
107,"resultados triple tachira hoy","navigational","4.400","-Bs1,00","1","12"
108,"resultados espn fútbol",null,"4.400","-Bs1,00","1","14"
109,"resultados 365 animalitos","navigational, informational","3.600","-Bs1,00","1","11"
110,"resultados animalitos lotto rey","navigational, informational","3.600","-Bs1,00","1","10"
111,"resultados animalitos ruleta activa","navigational, commercial","3.600","-Bs1,00","1","8"
112,"resultados barcelona","informational, navigational","3.600","-Bs1,00","1","46"
113,"resultados chance a 7pm hoy","navigational, informational","3.600","-Bs1,00","1","34"
114,"resultados centena plus","navigational, informational","3.600","-Bs1,00","1","7"
115,"resultados nba ayer","navigational, informational","3.600","-Bs1,00","1","32"
116,"resultados premier league","informational, navigational","3.600","-Bs1,00","1","38"
117,"resultados ricachona hoy","navigational, informational","3.600","-Bs1,00","1","8"
118,"resultados zulia y chance","navigational, informational","3.600","-Bs1,00","1","35"
119,"resultados animalitos granjita","navigational, informational","2.900","-Bs1,00","1","26"
120,"resultados animalitos hoy guacharo","navigational, informational","2.900","-Bs1,00","1","8"
121,"resultados apuestas royal","navigational, informational","2.900","-Bs1,00","1","11"
122,"resultados futbol español","navigational, informational","2.900","-Bs1,00","1","35"
123,"resultados opsu 2025","navigational","2.900","-Bs1,00","1","17"
124,"resultados guacharo ayer","navigational, informational","2.400","-Bs1,00","1","11"
125,"resultados gulfstream park hoy","navigational, informational","2.400","-Bs1,00","1","49"
126,"resultados kino","navigational, informational","2.400","-Bs1,00","1","23"
127,"resultados mlb venezuela","navigational","2.400","-Bs1,00","1","24"
128,"resultados para el guacharo",null,"2.400","-Bs1,00","1","5"
129,"resultados uefa champions league","informational, navigational","2.400","-Bs1,00","1","31"
130,"resultados valencia hoy","navigational, informational","2.400","-Bs1,00","1","24"
131,"resultados zulia hoy","navigational","2.400","-Bs1,00","1","23"
132,"resultados ayer lvbp",null,"2.400","-Bs1,00","1","13"
133,"resultados de magallanes hoy","navigational, informational","1.900","-Bs1,00","1","15"
134,"resultados bundesliga","informational, navigational","1.900","-Bs1,00","1","17"
135,"resultados champions league hoy","informational, navigational","1.900","-Bs1,00","1","29"
136,"resultados futbol americano","informational, navigational","1.900","-Bs1,00","1","15"
137,"resultados lvbp hoy magallanes","navigational","1.900","-Bs1,00","1","15"
138,"resultados magallanes hoy","navigational","1.900","-Bs1,00","1","25"
139,"resultados mega animal","informational","1.900","-Bs1,00","1","9"
140,"resultados ncaa hoy","navigational","1.900","-Bs1,00","1","21"
141,"resultados serie a","informational, navigational","1.900","-Bs1,00","1","38"
142,"resultados selva","informational, navigational","1.900","-Bs1,00","1","10"
143,"resultados zamorano hoy","navigational, informational","1.900","-Bs1,00","1","11"
144,"resultados el guacharito",null,"1.900","-Bs1,00","1","13"
145,"resultados 5y6",null,"1.600","-Bs1,00","1","18"
146,"resultados basket hoy","navigational, informational","1.600","-Bs1,00","1","25"
147,"resultados juegos de hoy","navigational","1.600","-Bs1,00","1","63"
148,"resultados hoy lvbp",null,"1.600","-Bs1,00","1","13"
149,"resultados serie de las americas",null,"1.600","-Bs1,00","1","5"
150,"resultados europa league","informational, navigational","1.300","-Bs1,00","1","33"
151,"resultados euroliga","informational","1.000","-Bs1,00","1","31"
152,"resultados hoy","informational, navigational","1.000","-Bs1,00","1","67"
153,"resultados hipicos",null,"1.000","-Bs1,00","1","18"
154,"resultados hípicos de hoy domingo meridiano","navigational","1.000","-Bs1,00","1","18"
155,"resultados jungla millonaria","navigational","1.000","-Bs1,00","1","8"
156,"resultados joki",null,"1.000","-Bs1,00","1","18"
157,"resultados premier league hoy","navigational, informational","1.000","-Bs1,00","1","34"
158,"resultados tachira ayer","navigational","1.000","-Bs1,00","1","8"
159,"resultados en vivo lvbp",null,"1.000","-Bs1,00","1","5"
160,"resultados beisbol venezolano ayer","navigational, informational","880","-Bs1,00","1","25"
161,"resultados chance a 7pm ayer en venezuela","navigational","880","-Bs1,00","1","31"
162,"resultados f1","informational","880","-Bs1,00","1","39"
163,"resultados futve",null,"880","-Bs1,00","1","18"
164,"resultados futbol español hoy","navigational","880","-Bs1,00","1","55"
165,"resultados fruti gana",null,"880","-Bs1,00","1","13"
166,"resultados kingo","navigational, informational","880","-Bs1,00","1","26"
167,"resultados zulia a 7pm hoy","navigational","880","-Bs1,00","1","17"
168,"resultados 5y6 hoy","navigational, informational","720","-Bs1,00","1","17"
169,"resultados futbol ayer","navigational, informational","720","-Bs1,00","1","33"
170,"resultados inter miami","informational, navigational","720","-Bs1,00","1","16"
171,"resultados ohl","informational, navigational","720","-Bs1,00","1","15"
172,"resultados opsu","navigational","720","-Bs1,00","1","16"
173,"resultados parx racing","navigational, informational","720","-Bs1,00","3","41"
174,"resultados triple tachira ayer",null,"720","-Bs1,00","1","5"
175,"resultados triple gordo hoy","navigational, informational","720","-Bs1,00","1","24"
176,"resultados uefa champions league hoy","navigational, informational","720","-Bs1,00","1","31"
177,"resultados futbol ingles",null,"720","-Bs1,00","1","13"
178,"resultados super gana loteria del tachira",null,"720","-Bs1,00","1","5"
179,"resultados 5y6 hipódromo la rinconada","informational, navigational","590","-Bs1,00","1","16"
180,"resultados animalitos selva plus","navigational, informational","590","-Bs1,00","1","8"
181,"resultados psg","informational, navigational","590","-Bs1,00","1","33"
182,"resultados whl","informational, navigational","590","-Bs1,00","1","15"
183,"resultados carreras de valencia hoy sábado","navigational, informational","480","-Bs1,00","1","26"
184,"resultados hipódromo la rinconada hoy","informational, navigational","480","-Bs1,00","1","16"
185,"resultados inh","navigational, informational","480","-Bs1,00","1","26"
186,"resultados nhl ayer","navigational, informational","480","-Bs1,00","1","22"
187,"resultados oficial de la granjita","navigational, informational","480","-Bs1,00","1","8"
188,"resultados premier","informational, navigational","480","-Bs1,00","1","33"
189,"resultados santa anita","informational, navigational","480","-Bs1,00","1","47"
190,"resultados ucl","informational, navigational","480","-Bs1,00","1","35"
191,"resultados uefa europa league","navigational, informational","480","-Bs1,00","1","25"
192,"resultados ufc hoy","navigational, informational","480","-Bs1,00","1","27"
193,"resultados venezuela hoy","navigational","480","-Bs1,00","1","36"
194,"resultados 365 score","navigational, informational","390","-Bs1,00","1","32"
195,"resultados 5y6 valencia hoy","navigational, informational","390","-Bs1,00","1","18"
196,"resultados animalitos guacharito millonario","navigational, informational","390","-Bs1,00","1","8"
197,"resultados inter","informational, navigational","390","-Bs1,00","1","26"
198,"resultados magallanes","navigational, informational","390","-Bs1,00","1","18"
199,"resultados ncaa masculino","informational, navigational","390","-Bs1,00","1","14"
200,"resultados ufc","informational, navigational","390","-Bs1,00","1","21"
201,"resultados 360",null,"390","-Bs1,00","1","18"
202,"resultados uneloton",null,"390","-Bs1,00","1","18"
203,"resultados serie del caribe 2026",null,"390","-Bs1,00","1","5"
204,"resultados 5 y 6 valencia",null,"320","-Bs1,00","1","5"
205,"resultados bayern munich hoy","informational, navigational","320","-Bs1,00","1","17"
206,"resultados inh hoy","navigational","320","-Bs1,00","1","22"
207,"resultados porto hoy","navigational, informational","320","-Bs1,00","1","16"
208,"resultados que es",null,"320","-Bs1,00","1","13"
209,"resultados rinconada hoy","navigational","320","-Bs1,00","1","20"
210,"resultados valencia","informational, navigational","320","-Bs1,00","1","27"
211,"resultados yankees","informational","320","-Bs1,00","1","44"
212,"resultados juegos lvbp",null,"320","-Bs1,00","1","13"
213,"resultados beisbol de las americas",null,"320","-Bs1,00","1","5"
214,"resultados hinava hoy","navigational, informational","260","-Bs1,00","1","21"
215,"resultados italia serie a","navigational, informational","260","-Bs1,00","1","22"
216,"resultados icfes","navigational, informational","260","-Bs1,00","1","14"
217,"resultados juventus","informational, navigational","260","-Bs1,00","1","15"
218,"resultados magallanes vs caribes hoy",null,"260","-Bs1,00","1","5"
219,"resultados liga de las américas",null,"260","-Bs1,00","1","5"
220,"resultados zulia ayer",null,"260","-Bs1,00","1","13"
221,"resultados hipodromo de valencia","informational, navigational","210","-Bs1,00","1","26"
222,"resultados hinava","informational, navigational","210","-Bs1,00","1","26"
223,"resultados super gana ayer 10 pm","navigational","210","-Bs1,00","1","24"
224,"resultados santa anita park","informational","210","-Bs1,00","1","53"
225,"resultados uefa","navigational, informational","210","-Bs1,00","1","39"
226,"resultados elecciones honduras cne",null,"210","-Bs1,00","1","5"
227,"resultados zulia a 7pm",null,"210","-Bs1,00","1","5"
228,"resultados serie de las americas hoy",null,"210","-Bs1,00","1","5"
229,"resultados futbol champions","informational","170","-Bs1,00","1","38"
230,"resultados inglaterra premier league","informational","170","-Bs1,00","1","27"
231,"resultados kingo táchira","navigational","170","-Bs1,00","1","17"
232,"resultados ohl hoy","navigational, informational","170","-Bs1,00","1","15"
233,"resultados woodbine","informational, navigational","170","-Bs1,00","1","24"
234,"resultados triple ñapa hoy",null,"170","-Bs1,00","1","5"
235,"resultados round robin 2026",null,"170","-Bs1,00","1","5"
236,"resultados juego magallanes hoy",null,"170","-Bs1,00","1","5"
237,"resultados ucl hoy",null,"170","-Bs1,00","1","13"
238,"resultados 5y6 hipódromo la rinconada hoy en vivo","navigational, informational","140","-Bs1,00","1","19"
239,"resultados hoy la rinconada",null,"140","-Bs1,00","1","5"
240,"resultados super gana hoy 10 pm",null,"140","-Bs1,00","1","5"
241,"resultados elecciones honduras 2025 hoy","navigational","110","-Bs1,00","1","38"
242,"resultados gana con ivan","informational, navigational","110","-Bs1,00","1","18"
243,"resultados round robin","informational","110","-Bs1,00","1","17"
244,"resultados open australia 2026",null,"110","-Bs1,00","1","5"
245,"resultados parciales lvbp",null,"110","-Bs1,00","1","13"
246,"resultados parciales de la lvbp hoy",null,"110","-Bs1,00","1","5"
247,"resultados hipódromo de valencia hoy","informational","90","-Bs1,00","1","21"
248,"resultados inter de miami hoy",null,"90","-Bs1,00","1","5"
249,"resultados inter de milan","informational, navigational","90","-Bs1,00","1","17"
250,"resultados park racing","informational, navigational","90","-Bs1,00","1","46"
251,"resultados qmjhl","informational, navigational","90","-Bs1,00","1","14"
252,"resultados uefa europa league hoy","navigational","90","-Bs1,00","1","31"
253,"resultados uefa hoy","navigational","90","-Bs1,00","1","38"
254,"resultados extra relancino lotería de caracas hoy","navigational","70","-Bs1,00","1","6"
255,"resultados fair grounds","informational","70","-Bs1,00","1","20"
256,"resultados inglaterra","informational","70","-Bs1,00","1","30"
257,"resultados magallanes ayer","navigational, informational","70","-Bs1,00","1","17"
258,"resultados quiniela","informational","70","-Bs1,00","1","41"
259,"resultados uefa conference league","navigational, informational","70","-Bs1,00","1","15"
260,"resultados warriors","informational","70","-Bs1,00","1","16"
261,"resultados open de australia",null,"70","-Bs1,00","1","5"
262,"resultados juegos de beisbol venezolano",null,"70","-Bs1,00","1","5"
263,"resultados 365 nba","navigational","50","-Bs1,00","1","21"
264,"resultados 4 fotos 1 palabra",null,"50","-Bs1,00","1","5"
265,"resultados oakland park","informational","50","-Bs1,00","1","17"
266,"resultados quiniela hoy","informational, navigational","50","-Bs1,00","1","41"
267,"resultados triple gordo sorteo 176","navigational, informational","50","-Bs1,00","1","26"
268,"resultados ufc ayer","navigational, informational","50","-Bs1,00","1","38"
269,"resultados venezuela vs usa","informational, navigational","50","-Bs1,00","1","21"
270,"resultados venezuela.com","navigational","50","-Bs1,00","1","66"
271,"resultados zamorano ayer","navigational, informational","50","-Bs1,00","1","9"
272,"resultados zamora","navigational, informational","50","-Bs1,00","1","17"
273,"resultados zulia 12 hoy",null,"50","-Bs1,00","1","5"
274,"resultados oporto hoy",null,"50","-Bs1,00","1","13"
275,"resultados 5 y 6 rinconada",null,"50","-Bs1,00","1","5"
276,"resultados juego de las americas",null,"50","-Bs1,00","1","5"
277,"resultados 5y6 de hoy domingo","navigational, informational","40","-Bs1,00","1","28"
278,"resultados fútbol la liga hoy","informational, navigational","40","-Bs1,00","1","30"
279,"resultados quiniela animalitos",null,"40","-Bs1,00","1","13"
280,"resultados inh valencia hoy",null,"40","-Bs1,00","1","5"
281,"resultados futbol hoy champions",null,"40","-Bs1,00","1","5"
282,"resultados venezuela beisbol",null,"40","-Bs1,00","1","13"
283,"resultados zulia a 7pm ayer",null,"40","-Bs1,00","1","5"
284,"resultados juegos de ayer lvbp",null,"40","-Bs1,00","1","5"
285,"resultados 5 y 6 domingo","informational, navigational","30","-Bs1,00","1","3"
286,"resultados inh valencia",null,"30","-Bs1,00","1","13"
287,"resultados obtenidos","informational, navigational","30","-Bs1,00","1","17"
288,"resultados venezuela japon","navigational, informational","30","-Bs1,00","1","22"
289,"resultados wwe raw","navigational, informational","30","-Bs1,00","1","17"
290,"resultados west ham","informational","30","-Bs1,00","1","15"
291,"resultados wolfsburgo","navigational, informational","30","-Bs1,00","1","14"
292,"resultados 5y6 caracas",null,"30","-Bs1,00","1","13"
293,"resultados kino tachira sorteo 119",null,"30","-Bs1,00","1","5"
294,"resultados 28 de julio venezuela",null,"20","-Bs1,00","1","5"
295,"resultados 2da division españa",null,"20","-Bs1,00","1","5"
296,"resultados 5y6 hipodromo de valencia hoy",null,"20","-Bs1,00","1","5"
297,"resultados kino tachira sorteo 120",null,"20","-Bs1,00","1","5"
298,"resultados will rogers downs",null,"20","-Bs1,00","1","5"
299,"resultados qatar hoy",null,"20","-Bs1,00","1","13"
300,"resultados werder bremen",null,"20","-Bs1,00","1","13"
301,"resultados patria",null,"20","-Bs1,00","1","18"
302,"resultados olympiacos hoy",null,"20","-Bs1,00","1","13"
303,"resultados inh hoy la rinconada",null,"20","-Bs1,00","1","5"
304,"resultados ohl canada",null,"20","-Bs1,00","1","13"
305,"resultados union berlin",null,"20","-Bs1,00","1","13"
306,"resultados juego de beisbol hoy",null,"20","-Bs1,00","1","5"
307,"resultados 1 rfef",null,"10","-Bs1,00","1","13"
308,"resultados 3 rfef grupo 1",null,"10","-Bs1,00","1","5"
309,"resultados 5 y 6 ayer",null,"10","-Bs1,00","1","5"
310,"resultados 6/49",null,"10","-Bs1,00","1","18"
311,"resultados 9 de julio",null,"10","-Bs1,00","1","5"
312,"resultados quiniela nocturna",null,"10","-Bs1,00","1","13"
313,"resultados quini 6 hoy",null,"10","-Bs1,00","1","5"
314,"resultados 24",null,"10","-Bs1,00","1","18"
315,"resultados 6 naciones",null,"10","-Bs1,00","1","13"
316,"resultados real madrid vs city",null,"10","-Bs1,00","1","5"
317,"resultados 1 federacion grupo 2",null,"0","-Bs1,00","1","4"
318,"resultados 1 rfef grupo 2 clasificación",null,"0","-Bs1,00","1","4"
319,"resultados 21k margarita 2025",null,"0","-Bs1,00","1","4"
320,"resultados 247",null,"0","-Bs1,00","1","17"
321,"resultados 3 rfef grupo 10",null,"0","-Bs1,00","1","4"
322,"resultados 3 rfef grupo 4",null,"0","-Bs1,00","1","4"
323,"resultados 3 rfef grupo 7",null,"0","-Bs1,00","1","4"
324,"resultados 3 rfef grupo 8",null,"0","-Bs1,00","1","4"
325,"resultados 5y6 valencia ayer",null,"0","-Bs1,00","1","4"
326,"resultados 70 30",null,"0","-Bs1,00","1","12"
327,"resultados 8 2025",null,"0","-Bs1,00","1","12"
328,"resultados 9nce",null,"0","-Bs1,00","1","17"
329,"resultados guacharito millonario",null,"0","-Bs1,00","1","12"
330,"resultados hipicos la rinconada",null,"0","-Bs1,00","1","4"
331,"resultados monje millonario",null,"0","-Bs1,00","1","12"
332,"resultados zulia loteria",null,"0","-Bs1,00","1","12"
333,"resultados 70.3 el salvador",null,"0","-Bs1,00","1","4"
334,"resultados 021",null,"0","-Bs1,00","1","17"
335,"resultados triple gordo sorteo 187",null,"0","-Bs1,00","1","4"
336,"resultados 9 de febrero 2026",null,"0","-Bs1,00","1","4"
337,"resultados 06 diciembre 2025",null,"0","-Bs1,00","1","4"
338,"resultados 4 refugios 2025",null,"0","-Bs1,00","1","4"
339,"resultados 66 maraton acapulco",null,"0","-Bs1,00","1","4"
340,"resultados kino 128",null,"0","-Bs1,00","1","12"
341,"resultados miami open 2026",null,"0","-Bs1,00","1","4"
342,"resultados 6 nations",null,"0","-Bs1,00","1","12"
343,"resultados 77",null,"0","-Bs1,00","1","17"
344,"resultados 10k caf",null,"0","-Bs1,00","1","12"
345,"resultados 8 enero 2026",null,"0","-Bs1,00","1","4"
346,"resultados 42k caf 2026",null,"0","-Bs1,00","1","4"
347,"resultados 9 de enero 2026",null,"0","-Bs1,00","1","4"
348,"resultados zulia vs magallanes",null,"0","-Bs1,00","1","4"
349,"resultados 04 diciembre 2025",null,"0","-Bs1,00","1","4"
350,"resultados 90 minutos por la vida hoy",null,"0","-Bs1,00","1","4"
351,"resultados 0s10",null,"0","-Bs1,00","1","17"
352,"resultados 8k castrillon 2024",null,"0","-Bs1,00","1","4"
353,"resultados 8 de soriano 2026",null,"0","-Bs1,00","1","4"
354,"resultados 184 triple gordo",null,"0","-Bs1,00","1","4"
355,"resultados 9 de enero",null,"0","-Bs1,00","1","4"
356,"resultados kingo 166",null,"0","-Bs1,00","1","12"
357,"resultados basquet colegial",null,"0","-Bs1,00","1","12"
358,"resultados 9 pm",null,"0","-Bs1,00","1","12"
359,"resultados 07 febrero 2026",null,"0","-Bs1,00","1","4"
360,"resultados juego beisbol ayer",null,"0","-Bs1,00","1","4"
361,"resultados 76ers",null,"0","-Bs1,00","1","17"
362,"resultados 01 de diciembre 2025",null,"0","-Bs1,00","1","4"
363,"resultados 03 de enero 2026",null,"0","-Bs1,00","1","4"
364,"resultados 99 sorteo ciudad de los niños",null,"0","-Bs1,00","1","4"
365,"resultados 7 de enero 2026",null,"0","-Bs1,00","1","4"
366,"resultados 05 de diciembre 2025",null,"0","-Bs1,00","1","4"
367,"resultados 70.3 pucon",null,"0","-Bs1,00","1","12"
368,"resultados 175 triple gordo",null,"0","-Bs1,00","1","4"
369,"resultados 180 triple gordo",null,"0","-Bs1,00","1","4"
370,"resultados 1 rfef grupo 1 clasificación",null,"0","-Bs1,00","1","4"
371,"resultados 9 de enero 2025",null,"0","-Bs1,00","1","4"
372,"resultados 70.3 monterrey 2025",null,"0","-Bs1,00","1","4"
373,"resultados 5 y 6 meridiano",null,"0","-Bs1,00","1","4"
374,"resultados serie mundial 2026",null,"0","-Bs1,00","1","4"
375,"resultados 6 diciembre 2025",null,"0","-Bs1,00","1","4"
376,"resultados 6 horas de bogotá 2025",null,"0","-Bs1,00","1","4"
377,"resultados 9 de diciembre",null,"0","-Bs1,00","1","4"
378,"resultados venezuela usa hoy",null,"0","-Bs1,00","1","4"
379,"resultados 021 mineduc 2026",null,"0","-Bs1,00","1","4"
380,"resultados 01 de febrero 2026",null,"0","-Bs1,00","1","4"
381,"resultados 7 de febrero",null,"0","-Bs1,00","1","4"
382,"resultados 2026 i",null,"0","-Bs1,00","1","12"
383,"resultados 8 de enero",null,"0","-Bs1,00","1","4"
384,"resultados 40 campeonato internacional de juegos matemáticos y lógicos",null,"0","-Bs1,00","1","4"
385,"resultados indian wells 2026",null,"0","-Bs1,00","1","4"
386,"resultados 355",null,"0","-Bs1,00","1","17"
387,"resultados elecciones en colombia 2026",null,"0","-Bs1,00","1","4"
388,"resultados kino tachira sorteo 128",null,"0","-Bs1,00","1","4"
389,"resultados zulia y tachira",null,"0","-Bs1,00","1","4"
390,"resultados 70.3 nayarit",null,"0","-Bs1,00","1","12"
391,"resultados 8 de diciembre 2025",null,"0","-Bs1,00","1","4"
392,"resultados 2 rfef grupo 5",null,"0","-Bs1,00","1","4"
393,"resultados 49ers 2025",null,"0","-Bs1,00","1","12"
394,"resultados usa venezuela",null,"0","-Bs1,00","1","12"
395,"resultados guacharito millonario hoy",null,"0","-Bs1,00","1","4"
396,"resultados 4163",null,"0","-Bs1,00","1","17"
397,"resultados 957 minciencias",null,"0","-Bs1,00","1","12"
398,"resultados 9 de febrero",null,"0","-Bs1,00","1","4"
399,"resultados 4 refugios 2024",null,"0","-Bs1,00","1","4"
400,"resultados 02 febrero 2026",null,"0","-Bs1,00","1","4"
401,"resultados 8 km castrillón 2025",null,"0","-Bs1,00","1","4"
402,"resultados 6 de oro",null,"0","-Bs1,00","1","4"
403,"resultados 9 de febrero 2025",null,"0","-Bs1,00","1","4"
404,"resultados 95 sorteo uabc",null,"0","-Bs1,00","1","4"
405,"resultados 7 diciembre 2025",null,"0","-Bs1,00","1","4"
406,"resultados 6 naciones 2026",null,"0","-Bs1,00","1","4"
407,"resultados 011",null,"0","-Bs1,00","1","17"
